Wall time,Step,Value
1737819034.2315466,683,-13.789928436279297
1737819954.722396,684,-13.610292434692385
1737820874.8161652,685,-13.347089767456056
1737821794.812963,686,-13.780052185058594
1737822715.158623,687,-13.63379955291748
1737823637.0984137,688,-13.511651039123535
1737824559.0373044,689,-13.217940330505373
1737825480.975001,690,-13.512730598449709
1737826402.853789,691,-13.48381805419922
1737827325.316856,692,-13.811975479125977
1737828247.609531,693,-13.749662399291992
1737829169.9509368,694,-13.494932174682615
1737830090.1617243,695,-13.521328926086426
1737831010.4318378,696,-13.791136741638184
1737831930.619202,697,-13.845036506652832
1737832850.7885718,698,-13.8897123336792
1737833770.9781096,699,-13.857728004455566
1737834691.2115607,700,-13.540078163146973
1737835611.3751955,701,-12.603392601013184
1737836531.7772737,702,-13.00266170501709
1737837452.1057622,703,-13.621243476867676
1737838372.361442,704,-13.774620056152344
1737839292.473907,705,-13.872490882873535
1737840212.4816284,706,-13.926722526550291
1737841134.8994188,707,-13.953964233398438
1737842057.1801546,708,-13.81546115875244
1737842979.6309164,709,-13.276583671569824
1737843902.205663,710,-13.512609481811523
1737844824.6095345,711,-13.279046058654783
1737845747.1344414,712,-13.667604446411133
1737846669.621693,713,-12.912623405456545
1737847591.5963502,714,-13.498427391052246
1737848513.432059,715,-13.487823486328123
1737849435.9767418,716,-12.71902561187744
1737850358.525459,717,-13.553256034851074
1737851281.1079352,718,-13.657843589782717
1737852203.0710008,719,-13.698884963989258
1737853125.1193674,720,-13.687471389770508
1737854047.0475855,721,-13.57691764831543
1737854969.5330052,722,-13.64914608001709
1737855891.9606495,723,-13.631942749023438
1737856814.4173176,724,-13.550382614135742
1737857736.923565,725,-13.7686128616333
1737858659.113607,726,-13.631471633911133
1737859581.4731424,727,-13.857829093933104
1737860502.8572044,728,-13.729984283447266
1737861424.2457054,729,-13.814270973205566
1737862345.9904745,730,-13.181912422180176
1737863267.8859897,731,-13.72569465637207
1737864188.3764508,732,-13.894429206848145
1737865108.7739124,733,-13.791596412658691
1737866029.3213954,734,-13.388110160827637
1737866949.7217176,735,-13.036362648010254
1737867870.0703654,736,-13.110407829284668
1737868790.407608,737,-13.35196018218994
1737869710.971828,738,-13.500457763671877
